filename,aligner,dseq
ENSG00000000003.fasta,mar-mg,0.000376789751318764
ENSG00000000003.fasta,clustalo,0.000376789751318764
ENSG00000000003.fasta,macse,0.000376789751318764
ENSG00000000003.fasta,mafft,0.000376789751318764
ENSG00000000003.fasta,prank,0.000376789751318764
ENSG00000000005.fasta,mar-mg,0.00456008583690987
ENSG00000000005.fasta,clustalo,0.0324570815450644
ENSG00000000005.fasta,macse,0.0324570815450644
ENSG00000000005.fasta,mafft,0.0324570815450644
ENSG00000000005.fasta,prank,0.000268240343347639
ENSG00000000460.fasta,mar-mg,0.000673076923076923
ENSG00000000460.fasta,clustalo,0.00644230769230769
ENSG00000000460.fasta,macse,0.000673076923076923
ENSG00000000460.fasta,mafft,0.000673076923076923
ENSG00000000460.fasta,prank,0.102788461538462
ENSG00000000938.fasta,mar-mg,0.000153562653562654
ENSG00000000938.fasta,clustalo,0.000153562653562654
ENSG00000000938.fasta,macse,0.000153562653562654
ENSG00000000938.fasta,mafft,0.000153562653562654
ENSG00000000938.fasta,prank,0.000153562653562654
ENSG00000001084.fasta,mar-mg,0.000131302521008403
ENSG00000001084.fasta,clustalo,0.00853466386554622
ENSG00000001084.fasta,macse,0.0103728991596639
ENSG00000001084.fasta,mafft,0.00853466386554622
ENSG00000001084.fasta,prank,0.00617121848739496
ENSG00000001460.fasta,mar-mg,0.000285225328009127
ENSG00000001460.fasta,clustalo,0.318026240730177
ENSG00000001460.fasta,macse,0.000285225328009127
ENSG00000001460.fasta,mafft,0.000285225328009127
ENSG00000001460.fasta,prank,0.000285225328009127
ENSG00000001561.fasta,mar-mg,0.000181884321571481
ENSG00000001561.fasta,clustalo,0.000181884321571481
ENSG00000001561.fasta,macse,0.000181884321571481
ENSG00000001561.fasta,mafft,0.000181884321571481
ENSG00000001561.fasta,prank,0.000181884321571481
ENSG00000001617.fasta,mar-mg,0.000109265734265734
ENSG00000001617.fasta,clustalo,0.000109265734265734
ENSG00000001617.fasta,macse,0.000109265734265734
ENSG00000001617.fasta,mafft,0.000109265734265734
ENSG00000001617.fasta,prank,0.000109265734265734
ENSG00000001630.fasta,mar-mg,0.000163505559189012
ENSG00000001630.fasta,clustalo,0.000163505559189012
